Id,鄉鎮市區,交易標的,路名,土地移轉總面積平方公尺,都市土地使用分區,土地數,建物數,車位數,移轉層次,移轉層次項目,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,交易年,交易日,交易月,地鐵站,超商,公園,托兒所,國小,國中,高中職,大學,金融機構,醫院,大賣場,超市,百貨公司,警察局,消防局,縱坐標,橫坐標
72,文山區,房地(土地+建物)+車位,辛亥路四段,21.8,第三種住宅區,1.0,1.0,1,10,無,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,2007-10-26,111.39,2,2,1,有,有,2020,2,12,1.0,9.0,7.0,20.0,20.0,19.0,14.0,16.0,19.0,20.0,9.0,20.0,20.0,20.0,20.0,24.966518404695453,121.58725907121844
73,松山區,房地(土地+建物),三民路,44.62,住宅用地,1.0,1.0,0.0,4,陽臺,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1963-07-09,104.23,3,2,1,有,有,2021,8,2,1.0,13.0,6.0,17.0,20.0,18.0,9.0,10.0,13.0,20.0,7.0,20.0,5.0,20.0,17.0,24.986825104695452,121.55742387121843
74,中山區,房地(土地+建物),錦州街,39.75,第三種住宅區,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1976-06-15,102.45,4,2,2,有,無,2020,25,12,0.0,17.0,15.0,20.0,20.0,20.0,11.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.022038504695452,121.57201427121844
75,文山區,房地(土地+建物),景豐街,18.22,住,1.0,1.0,0,5,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1994-12-27,76.9,3,1,1,有,有,2019,6,10,1.0,10.0,14.0,20.0,20.0,20.0,16.0,18.0,15.0,20.0,10.0,20.0,20.0,20.0,19.0,24.96233380469545,121.57781947121843
76,北投區,房地(土地+建物),泉源路,46.36,住,1.0,1.0,0,3,無,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2016-03-15,280.27,3,2,2,有,有,2020,28,5,0.0,5.0,7.0,19.0,19.0,16.0,3.0,13.0,18.0,20.0,8.0,20.0,12.0,15.0,9.0,25.10247360469545,121.54086507121843
77,中山區,房地(土地+建物),復興北路,25.41,住,2.0,1.0,0,5,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1977-11-23,144.1,4,2,2,有,有,2020,20,3,0.0,9.0,8.0,20.0,20.0,20.0,11.0,17.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.025400904695452,121.57588297121843
78,大同區,房地(土地+建物),昌吉街,19.8,第四種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1977-07-05,79.61,3,2,1,有,無,2020,22,8,2.0,12.0,10.0,20.0,20.0,20.0,13.0,17.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,25.028123904695452,121.54614537121844
79,大同區,房地(土地+建物)+車位,承德路三段,12.3,第四種住宅區,1.0,1.0,1,5,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2009-08-24,68.62,1,1,1,有,有,2018,13,1,2.0,13.0,17.0,20.0,20.0,20.0,12.0,18.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
80,松山區,房地(土地+建物),復興北路,10.32,第三種住宅區,1.0,1.0,0.0,3,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1975-04-10,46.44,3,2,2,有,有,2021,26,3,0.0,11.0,15.0,20.0,20.0,19.0,11.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.020961204695453,121.57814267121844
81,大安區,房地(土地+建物),安居街,25.91,住,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-10-17,87.63,3,2,2,有,無,2020,5,2,2.0,14.0,9.0,20.0,20.0,20.0,16.0,20.0,20.0,20.0,6.0,20.0,20.0,20.0,20.0,24.982106904695453,121.58567187121844
82,松山區,房地(土地+建物),撫遠街,25.61,住宅用地,1.0,1.0,0,6,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1980-09-25,125.86,3,2,2,有,無,2020,6,7,0.0,9.0,11.0,20.0,20.0,20.0,7.0,12.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.02214810469545,121.60007787121843
83,中山區,房地(土地+建物)+車位,松江路,16.26,住,2.0,1.0,1,8,無,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2015-07-13,186.49,3,2,2,有,有,2019,16,12,1.0,19.0,11.0,20.0,20.0,20.0,10.0,17.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.02599510469545,121.56482707121843
84,文山區,房地(土地+建物),木柵路二段,37.96,第二種住宅區,1.0,1.0,0,1,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1982-12-20,176.89,4,2,2,有,無,2020,1,12,0.0,7.0,11.0,20.0,20.0,18.0,11.0,17.0,16.0,18.0,8.0,20.0,11.0,20.0,16.0,24.95243280469545,121.59359997121844
85,士林區,房地(土地+建物),天母北路,25.7,住,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-07-20,96.13,3,2,1,有,無,2020,31,3,0.0,10.0,12.0,20.0,20.0,20.0,4.0,15.0,20.0,20.0,8.0,20.0,19.0,20.0,13.0,25.08131520469545,121.55725987121843
86,南港區,房地(土地+建物),研究院路二段,35.54,第三種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1985-08-02,124.12,3,2,2,有,無,2020,3,11,1.0,8.0,13.0,20.0,20.0,13.0,6.0,6.0,18.0,19.0,10.0,20.0,18.0,20.0,15.0,25.009994504695452,121.64503337121843
87,松山區,房地(土地+建物),八德路四段,11.75,住,2.0,1.0,0,3,陽台,4.0,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,1973-05-08,37.32,3,2,1,有,無,2019,26,12,1.0,18.0,10.0,20.0,20.0,20.0,12.0,19.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.00860200469545,121.59104257121844
88,北投區,房地(土地+建物),公館路,4.54,住,2.0,1.0,0,1,平台,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1976-02-12,12.37,3,2,1,有,無,2020,12,2,2.0,11.0,14.0,20.0,20.0,18.0,5.0,14.0,19.0,20.0,9.0,20.0,17.0,19.0,12.0,25.09130020469545,121.53694547121844
89,士林區,房地(土地+建物),中山北路五段,33.43,住,1.0,1.0,0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-07-03,121.56,3,2,2,有,無,2020,19,4,1.0,11.0,14.0,20.0,20.0,20.0,5.0,13.0,18.0,20.0,11.0,20.0,15.0,20.0,17.0,25.06466570469545,121.55952227121844
90,北投區,房地(土地+建物),實踐街,52.25,住,1.0,1.0,0,2,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-04-30,120.01,3,2,2,有,無,2020,25,4,1.0,10.0,8.0,20.0,20.0,18.0,6.0,11.0,17.0,20.0,9.0,20.0,18.0,20.0,14.0,25.07669490469545,121.54129447121844
91,南港區,房地(土地+建物),忠孝東路六段,15.2,住,2.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1988-09-04,56.25,1,2,1,有,無,2019,17,11,2.0,10.0,18.0,20.0,20.0,20.0,7.0,7.0,20.0,20.0,13.0,20.0,19.0,20.0,19.0,25.010239904695453,121.62136667121844
92,北投區,房地(土地+建物)+車位,三合街一段,41.18,住,1.0,1.0,1,4,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2018-06-14,250.899999999999,3,2,2,有,有,2020,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.087352204695453,121.53614067121843
93,大安區,房地(土地+建物),瑞安街,10.52,住,1.0,1.0,0,4,無,13.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,2007-06-23,47.64,1,1,1,有,有,2020,30,3,3.0,13.0,18.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.991436104695453,121.57367297121844
94,士林區,房地(土地+建物)+車位,士東路,32.79,住,1.0,1.0,1,9,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2002-01-22,142.49,4,2,2,有,有,2019,29,11,0.0,9.0,6.0,20.0,20.0,19.0,4.0,13.0,19.0,20.0,11.0,20.0,18.0,20.0,15.0,25.07231010469545,121.56575897121844
95,萬華區,房地(土地+建物),富民路,31.2,第三種住宅區,1.0,1.0,0.0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-07-14,118.0,3,2,2,有,無,2021,1,2,0.0,10.0,11.0,20.0,20.0,20.0,11.0,16.0,18.0,20.0,13.0,20.0,20.0,20.0,20.0,24.980973204695452,121.53277117121844
96,中山區,房地(土地+建物)+車位,五常街,15.99,第三之一種住宅區,2.0,1.0,1,9,無,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2008-09-18,142.959999999999,2,1,1,有,有,2020,31,12,0.0,17.0,8.0,20.0,20.0,20.0,10.0,15.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
97,松山區,房地(土地+建物),延壽街,19.31,第三種住宅區,2.0,1.0,0.0,5,無,12.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1982-03-23,102.3,3,2,2,有,有,2017,2,10,0.0,15.0,16.0,20.0,20.0,20.0,12.0,16.0,20.0,20.0,13.0,20.0,19.0,20.0,20.0,25.016635004695452,121.59286027121844
98,內湖區,房地(土地+建物)+車位,文德路,15.88,住,1.0,1.0,1,6,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1997-11-25,86.99,2,1,1,有,有,2020,28,2,1.0,8.0,12.0,20.0,20.0,20.0,9.0,13.0,19.0,20.0,11.0,20.0,13.0,20.0,19.0,25.03891100469545,121.61464797121843
99,文山區,房地(土地+建物)+車位,久康街,38.83,第三種住宅區,1.0,1.0,1.0,1,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1996-04-27,194.56,1,2,1,有,有,2021,13,3,0.0,11.0,12.0,20.0,20.0,18.0,11.0,19.0,19.0,20.0,6.0,20.0,10.0,19.0,11.0,24.951270004695452,121.59789867121845
100,內湖區,房地(土地+建物),陽光街,21.17,住,1.0,1.0,0,2,無,5.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,2019-07-16,41.07,1,1,1,有,有,2019,16,11,0.0,5.0,7.0,20.0,20.0,20.0,8.0,7.0,19.0,20.0,10.0,20.0,16.0,20.0,18.0,25.03634010469545,121.61736587121844
101,萬華區,房地(土地+建物)+車位,中華路二段,40.56,住,1.0,1.0,1,2,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2012-06-25,187.87,3,1,2,有,有,2020,14,1,0.0,13.0,8.0,20.0,20.0,20.0,12.0,19.0,19.0,20.0,16.0,20.0,20.0,20.0,20.0,24.99032900469545,121.53527837121844
102,內湖區,房地(土地+建物),陽光街,27.94,第二種住宅區,1.0,1.0,0,5,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2019-07-16,54.26,1,1,1,有,有,2020,10,6,0.0,5.0,7.0,20.0,20.0,20.0,8.0,7.0,19.0,20.0,10.0,20.0,16.0,20.0,18.0,25.03634010469545,121.61736587121844
103,士林區,房地(土地+建物),忠誠路2段,45.16,住,2.0,1.0,0,5,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1987-03-24,207.22,4,2,3,有,無,2020,7,2,0.0,12.0,11.0,20.0,20.0,20.0,5.0,16.0,19.0,20.0,11.0,20.0,20.0,20.0,16.0,25.072280504695453,121.56097657121843
104,內湖區,房地(土地+建物),內湖路一段,24.6,住,2.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-06-29,86.94,3,2,1,有,無,2019,14,10,1.0,9.0,6.0,20.0,20.0,20.0,5.0,15.0,19.0,20.0,13.0,20.0,14.0,20.0,15.0,25.047480704695452,121.59002197121843
105,士林區,房地(土地+建物),承德路四段,33.4,第三種住宅區,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1987-12-11,192.22,4,2,1,有,無,2020,7,11,1.0,14.0,9.0,20.0,20.0,20.0,7.0,13.0,17.0,20.0,11.0,20.0,19.0,20.0,19.0,25.05307960469545,121.55114487121844
106,北投區,房地(土地+建物),中央北路三段,38.14,住,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-06-06,100.8,3,2,1,有,無,2020,23,2,1.0,5.0,3.0,12.0,19.0,12.0,3.0,9.0,13.0,20.0,5.0,17.0,5.0,14.0,13.0,25.098624904695452,121.51240097121844
107,大安區,房地(土地+建物)+車位,樂利路,49.18,住,2.0,1.0,2,1,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1995-12-13,167.66,4,2,2,有,有,2019,1,11,0.0,13.0,14.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,24.98990440469545,121.58332757121843
108,文山區,房地(土地+建物)+車位,秀明路一段,153.35,住,1.0,1.0,1,2,無,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,2018-03-02,231.7,4,2,2,有,有,2019,31,12,0.0,7.0,8.0,20.0,20.0,18.0,11.0,18.0,14.0,18.0,5.0,20.0,10.0,20.0,14.0,24.953980304695452,121.59878667121843
109,文山區,房地(土地+建物),木柵路一段,20.0,第三種住宅區,3.0,1.0,0.0,4,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-09-11,53.9,4,1,2,有,無,2021,7,4,0.0,8.0,7.0,20.0,20.0,19.0,14.0,17.0,15.0,19.0,9.0,20.0,11.0,20.0,17.0,24.949680604695452,121.58469167121844
110,萬華區,房地(土地+建物),雙園街,25.25,住,1.0,1.0,0,1,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-12-03,60.69,1,1,0,有,無,2020,24,2,0.0,15.0,13.0,20.0,20.0,20.0,13.0,15.0,18.0,20.0,15.0,20.0,20.0,20.0,20.0,24.99128600469545,121.52581927121844
111,文山區,房地(土地+建物),木新路二段,7.25,住,1.0,1.0,0,10,無,14.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,1995-10-24,30.1,1,1,1,有,有,2020,17,2,0.0,11.0,9.0,19.0,20.0,16.0,10.0,19.0,15.0,20.0,5.0,20.0,7.0,19.0,11.0,24.949307704695453,121.60297027121844
112,信義區,房地(土地+建物),永吉路,6.84,第三種住宅區,1.0,1.0,0.0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1968-02-22,24.33,3,2,1,有,無,2021,16,3,1.0,14.0,12.0,20.0,20.0,19.0,10.0,16.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00632560469545,121.60173477121843
113,中山區,房地(土地+建物),中山北路二段,14.71,第四種住宅區,1.0,1.0,0,3,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2000-09-21,79.0099999999999,1,1,1,有,有,2020,27,12,3.0,16.0,14.0,20.0,20.0,20.0,12.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
114,大安區,房地(土地+建物),建國南路2段,19.39,住,1.0,1.0,0,5,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1985-01-09,87.44,2,1,1,有,有,2020,7,4,2.0,11.0,15.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,24.99469340469545,121.57090757121844
115,中山區,房地(土地+建物),民族東路,29.37,住,1.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-05-12,116.74,3,2,2,有,無,2020,19,4,0.0,3.0,5.0,20.0,20.0,20.0,10.0,17.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.02863430469545,121.57462867121843
116,文山區,房地(土地+建物),三福街,25.67,第四種住宅區,4.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,2007-07-24,111.179999999999,3,2,2,有,無,2020,7,11,1.0,8.0,15.0,20.0,20.0,20.0,15.0,16.0,16.0,20.0,12.0,20.0,19.0,20.0,19.0,25.00804600469545,121.55742387121843
117,文山區,房地(土地+建物),福興路,36.21,第二種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1983-10-06,104.59,3,2,1,有,無,2020,19,8,0.0,5.0,6.0,20.0,20.0,20.0,14.0,17.0,19.0,20.0,10.0,20.0,20.0,20.0,18.0,24.96637860469545,121.58395547121845
118,松山區,房地(土地+建物)+車位,八德路二段,34.01,住,1.0,1.0,2,2,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-05-28,138.52,3,2,2,有,無,2019,18,11,3.0,18.0,11.0,20.0,20.0,20.0,13.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00937020469545,121.57738867121844
119,士林區,房地(土地+建物)+車位,士商路,29.96,住,1.0,1.0,1,6,無,19.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,2019-11-14,198.519999999999,1,2,2,有,有,2016,29,12,0.0,9.0,7.0,20.0,20.0,20.0,8.0,13.0,14.0,20.0,10.0,20.0,18.0,20.0,19.0,25.05683620469545,121.54904037121844
120,文山區,房地(土地+建物)+車位,木柵路一段,35.97,第三種住宅區,1.0,1.0,1,11,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2000-09-28,173.06,2,2,2,有,有,2020,15,12,0.0,8.0,9.0,20.0,20.0,19.0,14.0,16.0,13.0,18.0,8.0,20.0,11.0,20.0,17.0,25.00804600469545,121.55742387121843
121,中山區,房地(土地+建物),龍江路,6.95,第三種住宅區,1.0,1.0,0.0,3,無,8.0,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1989-03-02,33.61,1,1,1,有,有,2021,8,5,0.0,16.0,11.0,20.0,20.0,20.0,11.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.023135104695452,121.57250017121844
122,內湖區,房地(土地+建物),內湖路一段,27.72,住,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-12-29,97.45,1,0,1,有,無,2020,4,1,1.0,11.0,10.0,20.0,20.0,18.0,5.0,10.0,19.0,19.0,13.0,20.0,13.0,20.0,19.0,25.043113604695453,121.60649087121844
123,信義區,房地(土地+建物)+車位,忠孝東路五段,26.04,住,1.0,1.0,1,6,無,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2015-08-21,161.16,2,2,2,有,有,2020,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.005690004695452,121.61202817121844
124,士林區,房地(土地+建物),文昌路,25.75,第三種住宅區,1.0,1.0,0.0,1,騎樓,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1962-12-26,71.78,2,2,1,有,無,2021,5,4,1.0,8.0,8.0,20.0,20.0,18.0,8.0,14.0,15.0,20.0,11.0,20.0,16.0,20.0,19.0,25.059413204695453,121.55126407121844
125,松山區,房地(土地+建物),八德路四段,44.25,第三種住宅區,1.0,1.0,0.0,3,陽台,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1964-03-11,128.26,4,2,2,有,無,2021,29,3,0.0,16.0,9.0,20.0,20.0,20.0,12.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.01016910469545,121.59547017121844
126,文山區,房地(土地+建物),木柵路二段,13.37,住,2.0,1.0,0,6,無,17.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,1996-09-25,29.15,1,0,1,有,有,2019,28,10,0.0,5.0,6.0,20.0,20.0,19.0,11.0,18.0,17.0,18.0,6.0,20.0,14.0,20.0,15.0,24.953987304695453,121.59425377121843
127,文山區,房地(土地+建物)+車位,興隆路三段,15.58,住,1.0,1.0,1,7,無,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2020-01-15,150.9,3,1,2,有,有,2017,29,6,1.0,5.0,8.0,20.0,20.0,18.0,12.0,17.0,16.0,20.0,7.0,20.0,18.0,20.0,17.0,24.96052640469545,121.58989227121843
128,文山區,房地(土地+建物)+車位,樟新街,31.74,住,1.0,1.0,1,8,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1994-04-08,137.41,2,2,2,有,有,2020,10,5,0.0,7.0,6.0,20.0,20.0,19.0,12.0,16.0,18.0,20.0,7.0,20.0,12.0,20.0,14.0,24.941621904695452,121.58595667121844
129,萬華區,房地(土地+建物),萬大路,30.75,第三種住宅區,1.0,1.0,0,4,夾層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1987-06-29,103.17,1,1,1,有,無,2020,22,11,0.0,8.0,5.0,20.0,20.0,20.0,11.0,16.0,18.0,20.0,14.0,20.0,18.0,20.0,20.0,24.980186404695452,121.52623647121844
130,中山區,房地(土地+建物)+車位,建國北路三段,12.29,第三種住宅區,2.0,1.0,1.0,13,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2004-10-16,123.289999999999,0,0,0,無,有,2021,20,2,1.0,15.0,8.0,20.0,20.0,20.0,10.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
131,信義區,房地(土地+建物)+車位,吳興街,34.68,住,1.0,1.0,1,1,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1990-11-13,231.369999999999,3,2,2,有,無,2019,29,9,0.0,12.0,11.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,18.0,24.98707190469545,121.59636897121844
132,大安區,房地(土地+建物)+車位,大安路一段,30.57,住,1.0,1.0,1,2,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1983-11-30,223.23,4,2,2,有,有,2020,2,4,3.0,13.0,11.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.002041604695453,121.57670047121844
133,內湖區,房地(土地+建物),康寧路三段,27.58,住,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-05-15,97.15,5,3,2,有,無,2019,23,10,2.0,15.0,12.0,20.0,20.0,17.0,6.0,5.0,18.0,20.0,13.0,20.0,9.0,19.0,15.0,25.032171604695453,121.64114147121843
134,內湖區,房地(土地+建物),東湖路,29.99,第三種住宅區,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-12-17,106.25,0,0,0,無,無,2020,17,12,1.0,12.0,15.0,20.0,20.0,16.0,5.0,4.0,20.0,20.0,12.0,20.0,13.0,20.0,15.0,25.03151570469545,121.64897447121844
135,萬華區,房地(土地+建物)+車位,青年路,40.52,第三種住宅區,4.0,1.0,1,2,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1997-01-03,189.3,3,2,2,有,有,2021,8,9,0.0,10.0,13.0,20.0,20.0,20.0,11.0,16.0,18.0,20.0,14.0,20.0,20.0,20.0,20.0,24.98272810469545,121.53340917121844
136,士林區,房地(土地+建物),承德路四段,28.0,住,1.0,1.0,0,1,騎樓,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1969-08-11,93.94,2,1,1,有,無,2019,14,11,1.0,12.0,7.0,20.0,20.0,20.0,10.0,17.0,18.0,20.0,13.0,20.0,17.0,20.0,20.0,25.04478150469545,121.55361737121844
137,中山區,房地(土地+建物),天祥路,20.76,住,2.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1967-11-17,68.13,3,2,1,有,無,2019,18,12,4.0,19.0,15.0,20.0,20.0,20.0,12.0,18.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.02365600469545,121.55251377121844
138,北投區,房地(土地+建物)+車位,同德街,15.45,第三種住宅區,1.0,1.0,1.0,5,無,15.0,住宅大樓(11層含以上有電梯),自由職業事務所（不含文化藝術工作室）,鋼筋混凝土造,1994-09-23,89.39,2,2,2,有,有,2021,31,3,0.0,7.0,9.0,20.0,20.0,19.0,4.0,16.0,19.0,20.0,8.0,20.0,19.0,20.0,10.0,24.986825104695452,121.55742387121843
139,松山區,房地(土地+建物),民權東路三段,7.01,第三之二種住宅區,5.0,1.0,0,3,無,10.0,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,1996-02-06,44.64,1,1,1,有,有,2020,28,10,2.0,10.0,9.0,20.0,20.0,20.0,12.0,17.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.02407590469545,121.58044097121844
140,士林區,房地(土地+建物),承德路四段,33.1,住,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1977-04-11,109.76,3,2,2,有,無,2019,23,11,1.0,11.0,8.0,20.0,20.0,19.0,10.0,17.0,18.0,20.0,13.0,20.0,20.0,20.0,20.0,25.042295504695453,121.55064047121844
141,萬華區,房地(土地+建物),桂林路,33.4,第四種住宅區,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-06-16,119.97,3,3,4,有,無,2020,22,11,1.0,9.0,14.0,20.0,20.0,20.0,12.0,13.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.998630904695453,121.52474917121843
142,中山區,房地(土地+建物),北安路,5.71,第三種住宅區,2.0,1.0,0,11,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2010-12-24,44.9899999999999,1,1,1,有,有,2020,27,12,0.0,8.0,9.0,20.0,20.0,20.0,5.0,13.0,19.0,17.0,12.0,19.0,17.0,20.0,15.0,25.00804600469545,121.55742387121843
143,士林區,房地(土地+建物),中山北路七段,31.1,第二種住宅區,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-11-21,117.09,4,3,3,有,有,2020,9,11,0.0,8.0,11.0,20.0,20.0,18.0,4.0,15.0,19.0,20.0,9.0,20.0,19.0,20.0,12.0,25.08322290469545,121.56615297121844
144,中山區,房地(土地+建物),松江路,12.01,住商,1.0,1.0,0,3,無,8.0,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1985-08-27,81.7,4,2,2,有,無,2020,20,4,1.0,19.0,17.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.01205740469545,121.56431857121844
145,松山區,房地(土地+建物),南京東路五段,6.15,第二種商業區及第三種住宅區,1.0,1.0,0,5,無,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1984-02-29,64.59,2,2,1,有,有,2020,15,11,0.0,17.0,11.0,20.0,20.0,20.0,11.0,18.0,19.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
